,Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
745,1550969.07,1550969.07,4,,3 SUISSES FRANCE,AL KARAM TEXTILE MILLS LTD,1,0
746,5363056.15,893842.6917,4,796885.8313,3 SUISSES FRANCE,KAMAL LIMITED,6,0
747,6688154.4,6688154.4,13,,QST INDUSTRIAS DE MEXICO,KAMAL LIMITED,1,1
748,369057313.2,14194512.05,13,8750482.004,QST INDUSTRIAS DE MEXICO,NAVEENA INDUSTRIES,26,0
749,6195477.99,774434.7488,0,310492.7319,20 MICRONS LTD,IMPERIAL MINERALS AND STEEL(PVT)LTD,8,0
750,37249497.49,1006743.175,0,499687.4182,20 MICRONS LTD,IMPERIAL STEEL,37,0
751,5408649.7,2704324.85,32,333548.4771,RAHIM AND SONS LTD,SAS AGENCIES PVT LTD,2,0
752,19971897.71,4992974.427,17,905159.1279,RAIK SPORTS EST,KHAN ENTERPRISES,4,0
753,2547155.16,2547155.16,17,,RAIK SPORTS EST,SAFESO INTERNATIONAL,1,0
754,2217178.02,1108589.01,26,246670.6368,RALS PTY LTD,POPULAR FOOD INDUSTRIES LTD,2,0
755,2412459.92,804153.3067,26,12283.92665,RALS PTY LTD,POPULAR JUICE IND. (PVT) LTD.,3,0
756,11245390.23,1405673.779,4,1019605.321, WEAVE HUB LLC,ANWARTEX INDUSTRIES (PVT) LTD.,8,0
757,824285.61,412142.805,4,388604.8222, WEAVE HUB LLC,ZEPHYR TEXTILES LTD.,2,0
758,1720744.82,1720744.82,11,, VIVEK KUMAR AND CO,MALIK SIKANDER TRADERS,1,0
759,2547574.44,2547574.44,11,, VIVEK KUMAR AND CO,NIRANKAR TRADING COMPANY,1,0
760,495522558.6,430889.1814,24,417540.3113, VIKRANT TRADERS,BESTWAY CEMENT LTD,1150,0
761,29652659.66,293590.6897,24,64621.24352, VIKRANT TRADERS,PAKCEM LIMITED,101,0
762,1297267.17,1297267.17,11,, VICKY IMPORT AND EXPORT,HARI OM TRADERS,1,0
763,2993693.47,1496846.735,11,373563.6993, VICKY IMPORT AND EXPORT,M S LAL TRADERS,2,0
764,2455213.26,818404.42,12,289457.9928,SARIFAS PETROS,KHIZRA FABRICS,3,0
765,3046028.41,3046028.41,12,,SARIFAS PETROS,SUNAIR TEXTILES,1,1
766,7076688.85,3538344.425,21,1134922.089, VESPO B V,AFROZE TEXTILE INDUSTRIES (PVT.) LT,2,0
767,8997927.28,2249481.82,21,1254461.557, VESPO B V,NAWAZ FABRICS,4,0
768,5268115.39,1756038.463,51,609307.4811,REX DISTRIBUTOR INC,ACTION ENTERPRISES,3,0
769,48569322.28,2207696.467,51,997904.5427,REX DISTRIBUTOR INC,AMAR TRADERS REGD.,22,0
770,2607884.37,2607884.37,16,, TXM SA,M.HASSAN DIN & SONS,1,1
771,9831254.77,3277084.923,16,1431528.75, TXM SA,MACHTRADE CORPORATION,3,0
772,7489745.19,1872436.297,2,627244.1502,RICHARD HARWORTH TA BELLEDORM,SHERCOTEX,4,0
773,61381745.46,10230290.91,37,2774445.909, TRANS AFRICA GARMENT INDUSTRY,LIBERTY MILLS LTD,6,0
774,12583334.33,12583334.33,37,, TRANS AFRICA GARMENT INDUSTRY,SARENA IND.& EMBROIDERY MILLS PVT,1,0
775,35043618.16,3893735.351,21,1841002.241, TRAMPOLIN MODEVERTRIEB GMBH,GRACE APPAREL PVT LTD,9,0
776,7727502.73,2575834.243,21,2118710.843, TRAMPOLIN MODEVERTRIEB GMBH,M S  OPULENT INTERNATIONAL,3,1
777,8212531.38,4106265.69,8,4882495.32, TOWN AND COUNTRY LINEN CORP,AFROZE TEXTILE INDUSTRIES (PVT.) LT,2,1
778,3690343.55,3690343.55,8,, TOWN AND COUNTRY LINEN CORP,ARSHAD CORPORATION PVT LTD,1,0
779,5585527.62,1861842.54,6,2264932.384,RINGERS TECHNOLOGIES LLC,SHEIKHAN CORPORATION,3,0
780,27163604.75,1597859.103,6,1646020.482,RINGERS TECHNOLOGIES LLC,SHEKHAN CORP,17,0
781,1024828.49,1024828.49,21,, TIBEX SPOL SRO PRUMYSLOVA 21,CHAWALA ENTERPRISES,1,1
782,2110497.29,2110497.29,21,, TIBEX SPOL SRO PRUMYSLOVA 21,NAWAZ FABRICS,1,0
783,537334.44,537334.44,62,,RK SANDEEP,AWAIS & CO,1,0
784,4567059.7,913411.94,62,276134.1675,RK SANDEEP,SALT RANGE,5,0
785,9912010.07,4956005.035,2,63345.72966, TEXTILE CENTRE INC,KAUSAR PROCESSING IND PVT LTD,2,0
786,519405.82,519405.82,21,,RECTELLA LTD,NOOR FATIMA FABRICS PVT LTD,1,0
787,654272.97,654272.97,21,,RECTELLA LTD,SHERCOTEX,1,1
788,7902679.92,1128954.274,37,14896.62684,SASAN TRADING CO,FRUITI FRESH ( PVT) LTD,7,0
789,9071645.94,1133955.743,37,1164.547442,SASAN TRADING CO,SHAHEEN ENTERPRISES,8,0
790,30169637.78,30169637.78,14,, SAMA EXIM DMCC,BABA ENTERPRISES,1,0
791,20943275.76,20943275.76,14,, SAMA EXIM DMCC,HASSAN ALI RICE EXPORT COMPANY,1,0
792,1210916.02,1210916.02,1,, SALVATORE LETTIERI AND CO SRL,HBR TEXTILE INDUSTRIES,1,0
793,1763269.26,1763269.26,1,, SALVATORE LETTIERI AND CO SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,1,0
794,1251041.02,1251041.02,5,, OASIS CORPORATTION AUSTRALIA,EASTERN PRODUCTS PVT.LTD,1,0
795,5638772.6,1879590.867,5,181930.978, OASIS CORPORATTION AUSTRALIA,GOLDEN HARVEST FOOD PVT LTD,3,0
796,17371988.13,17371988.13,4,, NV DE WITTE LIETAER INTERNATION,NISHAT MILLS LTD,1,0
797,3188503.75,1594251.875,4,600081.213, NV DE WITTE LIETAER INTERNATION,RAINBOW INDUSTRIES,2,0
798,23538648.67,23538648.67,14,,SOCIETE GRAIN ZONE,BABA ENTERPRISES,1,0
799,17990462.56,8995231.28,14,246818.8747,SOCIETE GRAIN ZONE,SINDH PUNJAB TRADERS,2,0
800,314463.6,314463.6,14,, NS ENTERPRISES,HMZ FOOD INDUSTRIES,1,0
801,24020354.5,12010177.25,14,329855.2584, NS ENTERPRISES,Q & Q FOOD INDUSTRIES PVT LIMITED,2,0
802,76836036.02,12806006,14,3979898.167, NEWMONT COMMODITIES,NOOR RICE MILLS,6,0
803,141304716.6,23550786.09,14,13653940.66, NEWMONT COMMODITIES,RICECO INDUSTRIES,6,0
804,28937506.51,4822917.752,12,650349.1279, NEIPER HOME SA,INDUS DYEING AND MFG CO LTD.,6,0
805,17100957.18,4275239.295,12,511515.9165, NEIPER HOME SA,INDUS LYALLPUR LIMITED,4,0
806,50308571.17,6288571.396,1,1561317.536,SOMAS ARTICULADAS LDA,DIAMOND FABRICS,8,0
807,33879957.84,5646659.64,1,94376.31229,SOMAS ARTICULADAS LDA,MUNAWAR TEXTILES,6,0
808,5240594.33,2620297.165,15,894400.6645,SONS CHRISTOU KANOU OE,CHAWALA ENTERPRISES,2,1
809,400316.63,400316.63,15,,SONS CHRISTOU KANOU OE,NIAGARA MILLS PVT LIMITED,1,0
810,1546741.63,1546741.63,11,, NANAK SHAH TRADERS,AIJAZ COMMISSION SHOP,1,0
811,1690556.31,1690556.31,11,, NANAK SHAH TRADERS,ROHIT TRADERS,1,0
812,10103432.45,10103432.45,14,, NAIM AND SONS LOGISTICS LTD,BABA ENTERPRISES,1,0
813,43628679.88,10907169.97,14,1504184.22, NAIM AND SONS LOGISTICS LTD,RICECO INDUSTRIES,4,0
814,272535.12,272535.12,55,, P H S TRADERS PVT LTD,ANSARI AND   CO,1,0
815,272535.12,272535.12,55,, P H S TRADERS PVT LTD,ANSARI AND CO,1,0
816,21857735.91,4371547.182,17,1327468.441, NABELAH IBRAHIM LEHIYANI TRADIN,H S ENTERPRISES,5,0
817,40626705.52,4062670.552,17,1643063.692, NABELAH IBRAHIM LEHIYANI TRADIN,KHAN ENTERPRISES,10,0
818,716977.01,716977.01,15,,SPOKEY SP ZOO UL WOZNIAKA,COMET SPORTS PVT LTD,1,0
819,1655544.98,827772.49,15,128493.3088,SPOKEY SP ZOO UL WOZNIAKA,LASER SPORTS  PVT LTD,2,0
820,12383576.56,1769082.366,45,260890.3751, MUDUVAALI,AL ASAD RICE MILLS,7,0
821,2120008.77,2120008.77,45,, MUDUVAALI,M/S SHAHPUR INDUSTRIES,1,0
822,125306616.8,5448113.773,21,3053898.726, MORGAN HOME PRODUCTS,AFROZE TEXTILE INDUSTRIES (PVT.) LT,23,0
823,6967192.63,870899.0788,21,366978.3861, MORGAN HOME PRODUCTS,PRIME IMPEX INTERNATIONAL,8,0
824,1283817.86,1283817.86,5,, MOON SWEETS COUTURE,SIX B FOOD INDUSTRIES PVT LTD,1,0
825,6802563.28,1700640.82,5,1011323.278, MOON SWEETS COUTURE,VOLKA FOOD INTERNATION,4,0
826,34061648.94,11353882.98,45,3310302.344, MOHAMED AHMED BIN MAHFOOZ EST,AL ASAD RICE MILLS,3,0
827,2027766.11,2027766.11,45,, MOHAMED AHMED BIN MAHFOOZ EST,HANGUF INTERNATIONAL,1,0
828,7768257.2,1553651.44,11,581890.2704,SR PRODUCTS,LAL SHAHBAZ TRADERS,5,0
829,6410026.02,3205013.01,11,0,SR PRODUCTS,SOOFI TRADERS,2,0
830,2941115.16,1470557.58,10,1123559.526,SRG APPAREL PLC,GALAXY KNITWEAR COMPANY,2,0
831,1015513.03,507756.515,10,351183.2323,SRG APPAREL PLC,SPRY SPORTS CORPORATION,2,0
832,13372564.59,13372564.59,14,, MGH COMERCIO DE MOCAMBIQUE,AWAMI AGRO COMMODITIES,1,0
833,33626640.96,11208880.32,14,2748561.643, MGH COMERCIO DE MOCAMBIQUE,HASSAN ALI RICE EXPORT COMPANY,3,0
834,95518842.6,11939855.33,14,6466002.98, MAPTRASCO,KAFI COMMODITIES PVT LTD,8,0
835,38725406.18,6454234.363,14,2200667.619, MAPTRASCO,RICECO INDUSTRIES,6,0
836,5590968.16,2795484.08,21,198909.0951,SSR GOLDEN HOME TEXTILE SL,WORTHTEX INTERNATIONAL,2,0
837,4836383.03,2418191.515,1,711030.5945,SPIGALTEX SRL,HBR TEXTILE INDUSTRIES,2,0
838,4613334.73,2306667.365,1,1943160.173,SPIGALTEX SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,2,0
839,3532474.44,1177491.48,17,605185.4804,QAFELATE AL ZAHRA MEAT MARKET CENTE,M/S KATCO,3,0
840,1191607.4,1191607.4,17,,QAFELATE AL ZAHRA MEAT MARKET CENTE,P.K LIVESTOCK AND MEAT CO.PVT LTD.,1,0
841,2192927.71,2192927.71,15,, PALANDJIAN SA,AFROZE TEXTILE INDUSTRIES (PVT.) LT,1,1
842,5532199.25,2766099.625,15,794227.2793, PALANDJIAN SA,HAYTEX INTERNATIONAL,2,0
843,6237909.61,6237909.61,35,, PERFECT INTERNATIONAL FISH,AL NOOR INTERNATIONAL,1,0
844,9735793.06,9735793.06,35,, PERFECT INTERNATIONAL FISH,SEAGREEN ENTERPRISES PVT LTD,1,0
845,8766781.86,4383390.93,2,1742977.062,STE VRUNDAVAN SARL PRES LOT 111 F 9,M/S WINTEX EXPORTS PVT LTD,2,0
846,11328520.79,5664260.395,2,18229.75729,STE VRUNDAVAN SARL PRES LOT 111 F 9,WINTEX EXPORTS PVT LTD,2,0
847,36494367.35,701814.7567,0,1384443.39,SAUDI ELCETRIC CO,WORLDWIDE TRADING (PRIVATE LIMITED),52,0
848,223630.79,223630.79,0,,"SAUDI ELECTRIC , WESTERN REGION BRA",IMPERIAL STEEL,1,0
849,171194.36,171194.36,0,,"SAUDI ELECTRIC , WESTERN REGION BRA",WORLDWIDE TRADING (PRIVATE LIMITED),1,0
850,1546741.63,1546741.63,11,, RLN IMPEX PVT LTD,M S LAL TRADERS,1,0
851,3027655.54,1513827.77,11,6226.061066, RLN IMPEX PVT LTD,MALIK SIKANDER TRADERS,2,0
852,48637.04,48637.04,63,,SEAL MILITARY,BOOSTER INDUSTRIES,1,0
853,21955429.27,10977714.64,14,1742111.344,SEEF UNITED TRADING COMPANY LTD,A H GRAINS,2,0
854,30537560.2,15268780.1,14,7304504.45,SEEF UNITED TRADING COMPANY LTD,BABA ENTERPRISES,2,0
855,10096285.74,2019257.148,1,809034.0884,SERPICO DISTRIBUZIONE S R L,HBR TEXTILE INDUSTRIES,5,0
856,8591085.32,1718217.064,1,65494.99053,SERPICO DISTRIBUZIONE S R L,M S SOUTH ASIAN TEXTILE INDUSTRIES,5,0
857,11094737.02,2218947.404,64,1966755.314,SHANDONG BINZHOU CHANGXU,VARYA ENTERPRISES,5,0
858,9685478.88,9685478.88,12,,SHANDONG RUYI DIGITAL TECH PRINTING,ELLCOT SPINNING MILLS LTD.,1,0
859,36073167.76,9018291.94,12,3933530.748,SHANDONG RUYI DIGITAL TECH PRINTING,PROSPERITY WEAVING MILLS LTD.,4,0
860,56925998.56,14231499.64,5,6186540.392, RAMNIKLAL B KOTHARY AND CO LLC,  KHAWAJA RICE PROCESSORS,4,0
861,136049271.9,9069951.463,5,2151059.369, RAMNIKLAL B KOTHARY AND CO LLC,GUARD AGRI AND RESEARCH SERVICES,15,0
862,1859390.36,1859390.36,18,, PELLAMI MACCHINI SNC,MUHAMMAD ASHRAF AND SONS,1,0
863,354410.96,177205.48,18,68197.60648, PELLAMI MACCHINI SNC,MULTAN HIDE CO PVT LTD,2,0
864,251570.88,251570.88,12,, RAI LINEN NO:317 GALLE ROAD,CHAWALA ENTERPRISES,1,1
865,2469058.12,2469058.12,12,, RAI LINEN NO:317 GALLE ROAD,G TEX INTERNATIONAL,1,0
866,1913146.23,1913146.23,21,,SIA DO IT,SALEEM TEXTILE,1,0
867,10588907.64,1764817.94,21,606706.0622,SIA DO IT,WORTHTEX INTERNATIONAL,6,0
868,5863278.63,1465819.658,11,112368.325, PREM CHAND AND COMPANY,M/S NEW RAJA COMMISSION SHOP,4,0
869,933956.89,933956.89,11,, PREM CHAND AND COMPANY,RAJ KUMAR & COMPANY,1,0
870,1305023.94,1305023.94,4,,SIMBA GLOBAL,GOHAR TEXTILE MILLS PVT LTD,1,1
871,1544016.28,1544016.28,4,,SIMBA GLOBAL,RAINBOW INDUSTRIES,1,0
872,150821363.1,5027378.77,4,1150766.975, POPULAR BATH PRODUCTS LTD,ANWARTEX INDUSTRIES (PVT) LTD.,30,0
873,11825309.34,3941769.78,4,35193.28125, POPULAR BATH PRODUCTS LTD,MEGA COTTON TEXTILES,3,1
874,1544645.21,514881.7367,27,136258.0067, POOJA WOOLLEN INDUSTRIES,ENGLISH LEATHER GARMENTS,3,0
875,2832604.25,1416302.125,27,867323.0003, POOJA WOOLLEN INDUSTRIES,NAZIR AHMAD ENTERPRISES,2,0
876,14043944.38,14043944.38,9,, PLANTIN SAS,FAZAL   CO,1,0
877,223810557.5,20346414.32,9,16760021.42, PLANTIN SAS,M. HUSSAIN & CO.,11,0
878,136306.29,136306.29,0,,SINGAPORE,KLASH PVT LTD,1,0
879,775152.77,775152.77,0,,SINGAPORE,LUCKY GLOBAL COMMODITIES,1,0
880,301699801.3,10774992.9,13,4130569.73, PINCROFT DYEING AND PRINTING CO,FAISAL SPINING MILLS LTD,28,0
881,34766098.77,17383049.38,13,4072104.471, PINCROFT DYEING AND PRINTING CO,SAPPHIRE TEXTILE MILLS LTD.,2,0
882,54580398.84,2599066.611,35,1419112.115,SINOCHEM PLASTICS CO LTD,PAKISTAN GUM   CHEMICALS LIMITED,21,0
883,30817432.8,10272477.6,35,3994224.17,SINOCHEM PLASTICS CO LTD,SUPREME AGRO INDUSTRIES,3,0
884,5282988.48,5282988.48,2,,SIR JACOB BEHRENS AND SONS LTD,AL REHMAT TRADERS PVT LTD,1,0
885,124016631.5,3263595.567,2,2318802.712,SIR JACOB BEHRENS AND SONS LTD,SHERCOTEX,38,0
886,3891801.51,1945900.755,11,917306.4129, RADHA KRISHAN TRADERS,MARVI TRADERS,2,0
887,11675404.53,1459425.566,11,458653.2065, RADHA KRISHAN TRADERS,OMRAI ENTERPRISES,8,0
888,9185502.72,3061834.24,37,3270016.489,PT MUARA GRIYA LESTARI,SARENA IND.& EMBROIDERY MILLS PVT,3,0
889,1276407.75,1276407.75,37,,PT MUARA GRIYA LESTARI,SHAHEEN ENTERPRISES,1,0
890,4455467.03,4455467.03,13,, MASCIONI SPA,NAVEENA INDUSTRIES,1,0
891,2432980.8,2432980.8,13,, MASCIONI SPA,NISHAT MILLS LTD,1,1
892,25720413.9,918586.2107,19,497642.4991,AHMED FOOD INTERNATIONAL,AISHA CORPORATION,28,0
893,729807.12,364903.56,19,300451.9482,AHMED FOOD INTERNATIONAL,MALTA AUTO INDUSTRIES PVT LTD,2,0
894,4716954,4716954,35,,AL AMIN WHOLESALE LTD,AKHLAQ ENTERPRISES  PVT LTD,1,0
895,178618.14,178618.14,35,,AL AMIN WHOLESALE LTD,AYESHA ENTERPRISES,1,0
896,50214461.98,10042892.4,14,1053749.586,ADG COMMERCIAL SARL,BABA ENTERPRISES,5,0
897,40842911.2,8168582.24,14,2042145.56,ADG COMMERCIAL SARL,MARVEL AGRO COMMODITIES,5,0
898,2266628.47,2266628.47,13,,PONTEX SPA VIA CAMPAGNA 50A ,SHAFI TEXCEL LIMITED,1,0
899,6030148.75,6030148.75,13,,PONTEX SPA VIA CAMPAGNA 50A ,SHUJABAD WEAVING MILLS LTD.,1,0
900,16142464.8,16142464.8,14,,ALPHA TRADING COMPANY,EM FOOD,1,0
901,53952415.04,10790483.01,14,998219.7808,ALPHA TRADING COMPANY,NOOR RICE MILLS,5,0
902,2140886.66,1070443.33,4,234216.0539,P KLEIDERMAN KG,HUSSAIN HOME TEXTILE,2,0
903,583470.16,583470.16,4,,P KLEIDERMAN KG,SHAKEEL TEXTILE INDUSTRIES,1,0
904,2465394.62,1232697.31,17,0,AL MAJAD AL BASAT SELLING CO,P.K LIVESTOCK AND MEAT CO.PVT LTD.,2,0
905,4966113.99,1655371.33,5,704660.2845,AM OVERSEAS,M S KHALID RICE MILLS,3,0
906,1708601.28,1708601.28,13,,PONTEX SPA,SHAFI TEXCEL LIMITED,1,0
907,14517453.19,7258726.595,13,3872605.889,PONTEX SPA,SHUJABAD WEAVING MILLS LTD.,2,0
908,4826133.66,1206533.415,12,405215.653, MAHATEX SDN BHD,KHIZRA FABRICS,4,0
909,743706.41,743706.41,12,, MAHATEX SDN BHD,MESTEX LINENS (PVT) LIMITED,1,0
910,134640568.8,13464056.88,10,8847698.646,NIVEA SPA,AZIZ TEXTILES,10,0
911,5424701.61,5424701.61,10,,NIVEA SPA,HOME AND HOTEL TEXTILES PVT LIMITED,1,0
912,3272671.01,654534.202,4,411953.1888,PFEIFFER TEXTILE AG,ASHAR INTERNATIONAL PVT LTD,5,0
913,7598747.33,1899686.833,4,1725213.549,PFEIFFER TEXTILE AG,SHAKEEL TEXTILE INDUSTRIES,4,0
914,3242482.39,3242482.39,4,,ALWAYS PURE LTD,RAINBOW INDUSTRIES,1,0
915,12490138.71,4163379.57,4,186298.3124,ALWAYS PURE LTD,ZEPHYR TEXTILES LTD.,3,0
916,1214190.08,1214190.08,15,,AL KHAYAM FURNITURE,HAYTEX INTERNATIONAL,1,0
917,4432793.16,1477597.72,15,439803.444,AL KHAYAM FURNITURE,LEGACY TEXTILES,3,0
918,7123150.85,7123150.85,13,,ADS TEXTILE HANDEL GMBH,FAZAL CLOTH MILLS LTD.,1,0
919,24340524.56,8113508.187,13,8863442.1,ADS TEXTILE HANDEL GMBH,NAVEENA INDUSTRIES,3,0
920,9300963.18,2325240.795,4,786528.7933,ABBAS ROS QAMAR,HAREEM FABRICS,4,0
921,1916037.46,1916037.46,4,,ABBAS ROS QAMAR,ZEPHYR TEXTILES LTD.,1,0
922,5736864.27,1912288.09,5,347803.1936,AL BAHRI IMPORT AND EXPORT,ASHRAFIA FOOD AND PROCESSING IND,3,0
923,2474813.86,1237406.93,5,682741.027,AL BAHRI IMPORT AND EXPORT,SIX B FOOD INDUSTRIES PVT LTD,2,0
924,288258.3,288258.3,6,,POLO MOTORRAD UND SPORTSWEAR,AINEE ENTERPRISE,1,0
925,2113663.94,2113663.94,6,,POLO MOTORRAD UND SPORTSWEAR,SIGMA SHOES PRIVATE LIMITED,1,0
926,57165937.43,14291484.36,32,1215421.111,PACIFIC TEXTILES AND SOURCING,MASOOD TEXTILE MILLS LIMITED,4,0
927,105708480,4065710.77,32,2371352.919,PACIFIC TEXTILES AND SOURCING,UNIFORM HOUSE AND HOME TEXTILE,26,0
928,1776719.34,1776719.34,13,,AL ISAMI INT'L EST CENTER,M/S HAROON CORPORATION,1,0
929,3891591.87,1945795.935,13,18826.42814,AL ISAMI INT'L EST CENTER,SAJJAD TRADERS,2,0
930,3342664.64,1671332.32,6,2302156.581,NOPA INSTRUMENTS,FALCON SURGICAL CO. LTD,2,0
931,140414.34,140414.34,6,,NOPA INSTRUMENTS,TOWNE BROTHERS LTD,1,0
932,4133057.99,2066528.995,5,1054694.842,PAKOR TRADING CO LTD,GOLDEN HARVEST FOOD PVT LTD,2,0
933,4304168.11,1434722.703,5,185721.4396,PAKOR TRADING CO LTD,SIX B FOOD INDUSTRIES PVT LTD,3,0
934,59355004.5,14838751.13,5,677420.9438,AGROVER SRL,FATIMA RICE & PROCESSING MILLS,4,0
935,37829446.99,9457361.748,5,4470713.463,AGROVER SRL,MATCO FOOD (PVT) LIMITED,4,0
936,2589481.96,2589481.96,5,,OMAN FOOD INTERNATIONAL SAOG,  KHAWAJA RICE PROCESSORS,1,0
937,2883044.21,2883044.21,5,,OMAN FOOD INTERNATIONAL SAOG,PAKISTAN RICE COMPLEX,1,0
938,14572655.17,14572655.17,1,,AL DAHLAWI TRD,K.B.ENTERPRISES,1,0
939,4082785.74,4082785.74,1,,AL DAHLAWI TRD,KAMRAN TEXTILES PVT LTD,1,0
940,4882047.39,2441023.695,7,416923.77,AGGARWAL TRADERS,IDEAL ENTERPRISES N GEN.ORDER.SUPP.,2,0
941,2772311.1,693077.775,7,220288.5801,AGGARWAL TRADERS,UMAR & COMPANY,4,0
942,119639.4,119639.4,13,,OLIVE JUICE,LEATHER ARTISAN,1,0
943,2619280.53,2619280.53,13,,OLIVE JUICE,SHAFI TEXCEL LIMITED,1,0
944,9077436.88,4538718.44,1,2264985.887,AESSE GROUP SRL,KLASS TEXTILE,2,0
945,5980647.68,5980647.68,1,,AESSE GROUP SRL,VKY EXPORTS,1,0
946,4382765.15,4382765.15,65,,AL BAREEKA TRADING EST,AHRAR TEXTILES,1,0
947,6882559.99,6882559.99,65,,AL BAREEKA TRADING EST,ZAS TEXTILES,1,0
948,16288905.26,775662.1552,37,405936.1678,ALTAF AND KHAMMAS TRADING CO LLC,FRUITI FRESH ( PVT) LTD,21,0
949,27881349.09,1115253.964,37,132785.3104,ALTAF AND KHAMMAS TRADING CO LLC,SHAHEEN ENTERPRISES,25,0
950,1449886.84,1449886.84,11,,ALKA ENTERPRISES,NIRANKAR TRADING COMPANY,1,0
951,2594534.34,2594534.34,11,,ALKA ENTERPRISES,SATNAM TRADING COMPANY,1,0
952,721431.91,721431.91,8,,PETROL INDUSTRIES BV KALUNDBORG,MUSTAFA & CO.,1,0
953,11952105.25,919392.7115,8,811387.8116,PETROL INDUSTRIES BV KALUNDBORG,RUBY INTERNATIONAL,13,0
954,132121611.1,8808107.406,2,2174353.173,OHM IMPORT AND EXPORT PTE LTD,M/S WINTEX EXPORTS PVT LTD,15,0
955,64248374.69,9178339.241,2,2004801.901,OHM IMPORT AND EXPORT PTE LTD,WINTEX EXPORTS PVT LTD,7,0
956,4496829.48,4496829.48,14,,ALAM MOHAMMAD RAFIQUE,AWAMI AGRO COMMODITIES,1,0
957,3433942.51,3433942.51,14,,ALAM MOHAMMAD RAFIQUE,KAMRAN TEXTILES PVT LTD,1,1
958,4367049.74,4367049.74,49,,PRODIMED 6 LOUIS ARMAND,N S.T. ZONE SIALKOT,1,0
959,72367.13,72367.13,66,,ALBRECHT BENDER,MUNEER AND RAHEEM SPORTS,1,0
960,349085.71,174542.855,66,80223.76041,ALBRECHT BENDER,STAR FLOW INDUSTRY,2,0
961,9046069.56,4523034.78,1,1208152.436,ABDUR REHMAN KARAM ELAHI HAFIZ,DIAMOND FABRICS,2,0
962,2459105.35,2459105.35,1,,ABDUR REHMAN KARAM ELAHI HAFIZ,Z I S TEXTILES PVT LTD,1,0
963,9368996.42,1561499.403,18,742293.743,ABNASHI LEATHER STORE,M.S LEATER COORDINATOR,6,0
964,19528878.24,2169875.36,18,1621564.449,ABNASHI LEATHER STORE,MULTAN HIDE CO PVT LTD,9,0
965,5115352.46,5115352.46,12,,ANGEL TEX,BHARARA TEXTILES,1,0
966,2626915.06,2626915.06,12,,ANGEL TEX,KHIZRA FABRICS,1,0
967,876200.41,438100.205,67,56256.91347,ANEEKA INDUSTRIESJ1103,PARADISE INSTRUMENTS CO,2,0
968,2180909.89,2180909.89,5,,OASIS CORPORATION AUSTRALIA PVT LTD,GOLDEN HARVEST FOOD PVT LTD,1,0
969,3242014.9,1080671.633,5,297250.8656,OASIS CORPORATION AUSTRALIA PVT LTD,JUICE PACK INDUSTRIES PVT LTD,3,0
970,1063830.35,354610.1167,68,55677.72639,AL SAKHRAH AL JADEEDA FURNITURE,PICASSO INTERNATIONAL'S,3,0
971,3387821.18,1693910.59,37,0,PRICE CHOPPER SDN BHD,M/S AL-RAFIQUE ENTERPRISES,2,0
972,4291320.19,1072830.048,37,8470.16076,PRICE CHOPPER SDN BHD,SHAHEEN ENTERPRISES,4,0
973,969596.1,969596.1,17,,ALI ABDULLAH HDBEH,KHAN ENTERPRISES,1,0
974,140114.5,140114.5,17,,ALI ABDULLAH HDBEH,THE CRESCENT TEXTILE MILLS LTD,1,1
975,184485.31,184485.31,5,,ACME INTERNATIONAL INC,HAFEEZ IMPEX INTERNATIONAL,1,0
976,844701.64,844701.64,5,,ACME INTERNATIONAL INC,SIX B FOOD INDUSTRIES PVT LTD,1,0
977,158070.37,158070.37,8,,PREMIUM UNIFVISTA TEXT,COOPER INDUSTRIES CANVAS PVT LTD.,1,0
978,66147774.68,5088290.36,8,1635614.552,PREMIUM UNIFVISTA TEXT,ZULFIQAR WEAVING & TOWEL,13,0
979,2289295.01,763098.3367,21,272631.8623,ACKERMANS DIVISION OF PEPKOR,A.A FABRICS,3,0
980,66397937.78,6036176.162,21,2130468.132,ACKERMANS DIVISION OF PEPKOR,NOOR FATIMA FABRICS PVT LTD,11,0
981,115445778.7,6413654.372,1,1305336.492,ALLURE HOME LTD CROWN LANE,LINEN HOME,18,0
982,110920484.2,5546024.21,1,1933712.086,ALLURE HOME LTD CROWN LANE,NOOR FATIMA FABRICS PVT LTD,20,1
983,1707243.85,853621.925,68,106080.2371,PICASSO ZAIB FURNITURE,PICASSO INTERNATIONAL'S,2,0
984,2681116.65,2681116.65,17,,OWAYID AL SHERANI TRADING EST,P.K LIVESTOCK AND MEAT CO.PVT LTD.,1,0
985,30620368.95,15310184.48,14,11322537.79,NINGBO JIANGBEI NINGFENG GRAIN AND,KAFI COMMODITIES PVT LTD,2,0
986,17127784.08,17127784.08,14,,NINGBO JIANGBEI NINGFENG GRAIN AND,RICECO INDUSTRIES,1,0
987,1841163.41,1841163.41,15,,ALMUTTAHEDA FOR IMPORTING TOYS,ARUJ INDUSTRIES LIMITED,1,0
988,16265315.24,8132657.62,15,1482395.627,ALMUTTAHEDA FOR IMPORTING TOYS,COMET SPORTS   PVT  LTD,2,0
989,759453.7,759453.7,6,,AKBAR PHARMACEUTICALS PVT LTD,GULZAR GARMENTS,1,0
