Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
275728750.9,21209903.92,0,10103830.35,L3C SAS,AKHTAR TEXTILE INDUSTRIES,13,1
11282934,11282934,0,,L3C SAS,ESSATEX INDUSTRIES,1,0
118168789,19694798.17,0,9182190.114,L3C SAS,HUDABIA TEXTILE,6,1
13678108.71,13678108.71,0,,L3C SAS,KAMAL LIMITED,1,0
21885727.93,5471431.983,0,3514488.197,L3C SAS,M/S HAROON CORPORATION,4,1
22131079,11065539.5,0,10149843.97,L3C SAS,M/SMULTAN INDUSTRIES,2,0
2054348847,27030905.89,0,17552931,L3C SAS,Z I S TEXTILES PVT LTD,76,0
55177680,55177680,2,,SYNERGIES HONG KONG LIMITED,AL AMIN EXPORTS,1,1
4910062.17,2455031.085,2,2310139.188,SYNERGIES HONG KONG LIMITED,GRACE APPAREL PVT LTD,2,0
49138500.85,24569250.43,2,28560835.45,SYNERGIES HONG KONG LIMITED,MR INDUSTRIES,2,0
11080809.46,11080809.46,2,,SYNERGIES HONG KONG LIMITED,WESTEND FASHION,1,0
1931990,1931990,0,,PARITEX,FB INDUSTRIES,1,0
48376598.7,6910942.671,0,2457402.934,PARITEX,IMAN DI SHEIKH ESTABLISHMENT,7,0
2207989,2207989,0,,PARITEX,SAMAAVIA INDUSTRIES,1,0
18959449,9479724.5,0,54322.06425,PARITEX,SAMTEX TEXTILES,2,0
2249989,2249989,0,,PARITEX,THREE STARS HOSIERY MILLS PVT LTD,1,0
129390084,4976541.69,5,1236440.626,IBEROAMERICANA DE HILADOS Y TEJIDOS,AB EXPORTS PVT LTD,26,1
5640260,5640260,5,,IBEROAMERICANA DE HILADOS Y TEJIDOS,AL RAHIM TEXTILE INDUSTRIES,1,0
151380918,6307538.248,5,985356.3202,IBEROAMERICANA DE HILADOS Y TEJIDOS,ARSHAD CORPORATION PVT LTD,24,0
2985345,2985345,5,,IBEROAMERICANA DE HILADOS Y TEJIDOS,CHAWALA ENTERPRISES,1,0
114473345.6,6359630.314,5,1376152.159,IBEROAMERICANA DE HILADOS Y TEJIDOS,HUDABIA TEXTILE,18,0
10770905.9,5385452.95,5,2379649.149,IBEROAMERICANA DE HILADOS Y TEJIDOS,MEHER INDUSTRIES,2,0
4157348.75,4157348.75,5,,IBEROAMERICANA DE HILADOS Y TEJIDOS,RUSTAM TOWEL PVT LTD,1,0
12712530,12712530,1,,KOCAER TEKSTIL SAN VE TIC AS,EASTERN SPINNING MILLS LIMITED,1,0
10876852.84,10876852.84,1,,KOCAER TEKSTIL SAN VE TIC AS,INDUS DYEING & MFG CO LTD,1,0
5773748.29,5773748.29,1,,KOCAER TEKSTIL SAN VE TIC AS,MAHMOOD TEXTILE MILLS LTD,1,0
38483276.77,19241638.38,1,20287209.79,KOCAER TEKSTIL SAN VE TIC AS,MASOOD SPINNING MILLS LTD,2,0
64116638.26,16029159.57,1,10194751.16,KOCAER TEKSTIL SAN VE TIC AS,SAIF TEXTILE MILLS LTD,4,0
82845090,27615030,1,10099298,KOCAER TEKSTIL SAN VE TIC AS,SAPPHIRE TEXTILE MILLS LIMITED,3,0
20655618.07,10327809.04,1,7104026.49,KOCAER TEKSTIL SAN VE TIC AS,SUNRAYS TEXTILE MILLS LIMITED,2,0
4012466.42,4012466.42,12,,AMW NAWROT SP J,A I TEXTILES,1,0
268175720.4,10314450.79,12,3392571.94,AMW NAWROT SP J,ADAMJEE ENTERPRISES E-17/A,26,0
5103286.6,5103286.6,12,,AMW NAWROT SP J,CONTINENTAL TEXTILES PVT LTD,1,0
6379576,6379576,12,,AMW NAWROT SP J,DAWOOD EXPORTS PVT LTD,1,0
37986340.7,7597268.14,12,1616788.327,AMW NAWROT SP J,MAHEEN TEXTILE MILLS PVT LTD,5,1
5877798,5877798,12,,AMW NAWROT SP J,NIAGARA MILLS PVT LTD,1,0
2094417503,72221293.21,17,27298110.62,ALCOTRA SA,HABIB SUGAR MILLS LIMITED,29,0
658104424.6,109684070.8,17,73521471.25,ALCOTRA SA,HUNZA SUGAR MILLSPVTLIMITED,6,0
494697527,164899175.7,17,56643604.13,ALCOTRA SA,PREMIER INDMANUFACTUCOPVT,3,0
2352140285,213830935,17,121393257.1,ALCOTRA SA,PREMIER INDUSTRIAL CHEMICAL MFG CO,11,0
2652122388,115309669.1,17,54771156.52,ALCOTRA SA,SHAHMURAD SUGAR MILLS LIMITED,23,0
3263384,3263384,3,,LUCKY INDUSTRIES,JB INDUSTRIES - GARMENT DIVISION,1,1
19889901,19889901,3,,LUCKY INDUSTRIES,KOHINOOR MILLS LTD,1,0
4367978,4367978,3,,LUCKY INDUSTRIES,NISHAT MILLS LIMITED,1,0
63863425.32,21287808.44,3,6554939.7,LUCKY INDUSTRIES,SAPHIRE FINISHING MILLS LTD,3,0
1786542.38,1786542.38,3,,LUCKY INDUSTRIES,SHAFI TEXCEL LIMITED,1,0
238783889.4,34111984.2,5,13274969.86,SMD HOME LTD,ARSHAD CORPORATION PVT LTD,7,0
80708445.25,20177111.31,5,14827465.52,SMD HOME LTD,KAMAL TEXTILE MILLS PVT LTD,4,1
6827090,3413545,5,2061837.107,SMD HOME LTD,KAUSAR PROCESSING IND PVT LTD,2,0
9235058,9235058,5,,SMD HOME LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,1
118222135.8,14777766.98,5,14861636.76,SMD HOME LTD,SUFI WEAVING INDUSTRIES PVT LTD,8,0
62029475.28,10338245.88,5,5146594.386,SMD HOME LTD,SWEETY TEXTILES PVT LIMITED,6,1
836444243.6,55762949.57,1,39033445.75,YAGI AND CO LTD,BHANERO TEXTILE MILLS LIMITED,15,1
6940894.96,6940894.96,1,,YAGI AND CO LTD,DIAMOND FABRICS LIMITED,1,1
30729747,6145949.4,1,2406635.508,YAGI AND CO LTD,FAISAL SPINNING MILLS LTD,5,0
306534347.5,27866758.86,1,27915283.79,YAGI AND CO LTD,MAHMOOD TEXTILE MILLS LTD,11,0
80854322.84,20213580.71,1,9642926.607,YAGI AND CO LTD,MASOOD SPINNING MILLS LTD,4,0
4287074.12,4287074.12,1,,YAGI AND CO LTD,RELIANCE WEAVING MILLS LTD,1,1
13476870,13476870,1,,YAGI AND CO LTD,TATA TEXTILE MILLS LIMITED,1,0
94450380.3,10494486.7,3,10211657.4,CROSSLINE WOVEN APPARELS LTD,KOHINOOR MILLS LTD,9,0
9745013.39,3248337.797,3,1742567.169,CROSSLINE WOVEN APPARELS LTD,M S RANA TEXTILE MILLS LIMITEDDF,3,0
43735581,21867790.5,3,18551193.18,CROSSLINE WOVEN APPARELS LTD,MASTER TEXTILE MILLS LIMITED,2,0
46806006,7801001,3,6003500.119,CROSSLINE WOVEN APPARELS LTD,RAJBY TEXTILES PVT LIMITED,6,0
119084383.1,10825853.01,3,10664232.62,CROSSLINE WOVEN APPARELS LTD,SARENA INDUSTRIES AND EMBROIDERY,11,0
785163,785163,3,,CROSSLINE WOVEN APPARELS LTD,SHAFI TEXCEL LIMITED,1,0
6059704.9,6059704.9,3,,CROSSLINE WOVEN APPARELS LTD,SM TRADERS,1,0
85163779.56,42581889.78,1,15943619.15,FOSHAN YONGSHENGYE IMPORT AND,AHMED ORIENTAL TEXTILE MILLS LTD,2,0
36449818,36449818,1,,FOSHAN YONGSHENGYE IMPORT AND,EASTERN SPINNING MILLS LIMITED,1,0
62894258,31447129,1,5341049.076,FOSHAN YONGSHENGYE IMPORT AND,GHAZI FABRICS INTERNATIONAL LTD,2,0
15501107.55,15501107.55,1,,FOSHAN YONGSHENGYE IMPORT AND,GLAMOUR TEXTILE MILLS LTD,1,1
202651986,40530397.2,1,11199760.13,FOSHAN YONGSHENGYE IMPORT AND,INDUS DYEING & MFG CO LTD,5,0
54456594.06,54456594.06,1,,FOSHAN YONGSHENGYE IMPORT AND,NAGINA COTTON MILLS LTD,1,0
49723383,49723383,1,,FOSHAN YONGSHENGYE IMPORT AND,SAPPHIRE TEXTILE MILLS LIMITED,1,0
88877556,44438778,6,6563332.616,BIMATEX TEXTIL MARKETING UND,BHANERO TEXTILE MILLS LIMITED,2,0
263282142.5,16455133.91,6,9761724.461,BIMATEX TEXTIL MARKETING UND,BLESSED TEXTILES LIMITED,16,1
46601580.29,5825197.536,6,2764484.285,BIMATEX TEXTIL MARKETING UND,COLONY TEXTILE MILLS LIMITED,8,0
318953362.5,22782383.03,6,18660116.61,BIMATEX TEXTIL MARKETING UND,FAISAL SPINNING MILLS LTD,14,1
6886869.84,6886869.84,6,,BIMATEX TEXTIL MARKETING UND,JAMAL FABRICS PVT LIMITED,1,0
50489748,25244874,6,14700676.44,BIMATEX TEXTIL MARKETING UND,MAKSONS TEXTILESPVTLTD,2,0
9042555,4521277.5,6,2448415.92,BIMATEX TEXTIL MARKETING UND,SHAFI TEXCEL LIMITED,2,1
34047046,34047046,1,,ZONGYANG TOWEL COLTD,BLESSED TEXTILES LIMITED,1,0
89274167.07,8115833.37,1,40944.64644,ZONGYANG TOWEL COLTD,GHAZI FABRICS INTERNATIONAL LTD,11,0
176378896.8,14698241.4,1,9365405.25,ZONGYANG TOWEL COLTD,INDUS DYEING & MFG CO LTD,12,0
16590791,16590791,1,,ZONGYANG TOWEL COLTD,INDUS LYALLPUR LIMITED,1,0
31280830.98,31280830.98,1,,ZONGYANG TOWEL COLTD,NADEEM TEXTILE MILLS LIMITED,1,0
278653138.8,17415821.18,1,6829278.41,ZONGYANG TOWEL COLTD,RELIANCE WEAVING MILLS LTD,16,1
62845666.86,5713242.442,1,1293572.544,ZONGYANG TOWEL COLTD,UMAR SPINNING MILLS PVT LTD,11,0
26041922.02,26041922.02,1,,YIYANG LONGYUAN TEXTILE COLTD,AHMED ORIENTAL TEXTILE MILLS LTD,1,0
52881158,52881158,1,,YIYANG LONGYUAN TEXTILE COLTD,BLESSED TEXTILES LIMITED,1,0
385486110,35044191.82,1,18625315.93,YIYANG LONGYUAN TEXTILE COLTD,INDUS DYEING & MFG CO LTD,11,0
118464570,59232285,1,38804495.63,YIYANG LONGYUAN TEXTILE COLTD,INDUS LYALLPUR LIMITED,2,0
33116568,33116568,1,,YIYANG LONGYUAN TEXTILE COLTD,MAHMOOD TEXTILE MILLS LTD,1,0
60191098,60191098,1,,YIYANG LONGYUAN TEXTILE COLTD,NISHAT CHUNIAN LIMITED,1,0
31725533,31725533,1,,YIYANG LONGYUAN TEXTILE COLTD,SALFI TEXTILE MILLS LIMITED,1,0
34988756.82,5831459.47,3,6324566.855,DEKKO APPARELS LIMITED,ARTISTIC FABRIC AND GARMENT,6,0
7804891.53,3902445.765,3,3089093.222,DEKKO APPARELS LIMITED,ARTISTIC MILLINERS PVT LTD,2,0
11737179.19,2347435.838,3,2523280.45,DEKKO APPARELS LIMITED,KOHINOOR MILLS LTD,5,0
1160101.96,1160101.96,3,,DEKKO APPARELS LIMITED,MASTER TEXTILE MILLS LIMITED,1,0
11950980,11950980,3,,DEKKO APPARELS LIMITED,NAVEENA EXPORTS LIMITED,1,0
12210515.09,6105257.545,3,4950962.978,DEKKO APPARELS LIMITED,RAJBY TEXTILES PVT LIMITED,2,0
7207555,2402518.333,3,609832.966,DEKKO APPARELS LIMITED,SOORTY ENTERPRISES PVT LTD,3,0
4560037,4560037,5,,THE NATIONAL COMMERCIAL BANK AC OF,AL SHEIKH ENTERPRISES,1,0
22477212.62,11238606.31,5,5896304.209,THE NATIONAL COMMERCIAL BANK AC OF,CHAWALA ENTERPRISES,2,0
4587564.69,4587564.69,5,,THE NATIONAL COMMERCIAL BANK AC OF,HERBION PAKISTAN PVT LTD,1,0
3685292.8,3685292.8,5,,THE NATIONAL COMMERCIAL BANK AC OF,TABO GUGOO IND PVT LTD,1,0
4036797.8,4036797.8,5,,INTEX SPA,ARSHAD CORPORATION PVT LTD,1,0
23015885,11507942.5,5,5108113.224,INTEX SPA,COLONY TEXTILE MILLS LIMITED,2,1
71577299.66,7157729.966,5,4553185.174,INTEX SPA,DIAMOND FABRICS LIMITED,10,1
11295396,5647698,5,88122.4755,INTEX SPA,HUDABIA TEXTILE,2,0
8836920,8836920,5,,INTEX SPA,KB ENTERPRISES,1,0
14728199,14728199,5,,INTEX SPA,SUFI WEAVING INDUSTRIES PVT LTD,1,0
49364860.4,7052122.914,5,3055153.402,INTEX SPA,ZAHIDJEE TEXTILE MILLS LTD,7,0
34540600.35,34540600.35,1,,FOREVER WINNER INTERNATIONAL,GHAZI FABRICS INTERNATIONAL LTD,1,0
52351549.25,52351549.25,1,,FOREVER WINNER INTERNATIONAL,INDUS DYEING & MFG CO LTD,1,0
138951668.4,69475834.2,1,4169338.038,FOREVER WINNER INTERNATIONAL,NISAR SPINNING MILLS PVT LIMITED,2,0
53606731.25,53606731.25,1,,FOREVER WINNER INTERNATIONAL,NISHAT CHUNIAN LIMITED,1,0
166872681.5,55624227.18,1,16017051.2,FOREVER WINNER INTERNATIONAL,RELIANCE WEAVING MILLS LTD,3,1
31781325,31781325,1,,FOREVER WINNER INTERNATIONAL,ROOMI FABRICS LIMITED,1,0
140309299,46769766.33,1,18835958.42,FOREVER WINNER INTERNATIONAL,UMAR SPINNING MILLS PVT LTD,3,0
12179639,12179639,5,,TEJIDOS REINA SA,ABDUR RAHMAN CORPORATION PVT,1,0
5217984.74,5217984.74,5,,TEJIDOS REINA SA,AL QURESH FABRICS PVT LTD,1,1
41063043.63,6843840.605,5,2419496.561,TEJIDOS REINA SA,DIAMOND FABRICS LIMITED,6,1
28599670.34,4766611.723,5,3593917.851,TEJIDOS REINA SA,FAISAL FABRICS LIMITED,6,1
65229471.13,9318495.876,5,5793925.613,TEJIDOS REINA SA,GOHAR TEXTILE MILLS PVT LTD,7,0
1088331.75,1088331.75,5,,TEJIDOS REINA SA,SHALIMAR COTTON EXPORTS PVT LTD,1,0
14240269.19,7120134.595,5,324856.7417,TEJIDOS REINA SA,SUBHAN TEXTILES,2,0
144689517,48229839,1,19547013.29,XIAMEN XIANGYU LOGISTICS GROUP,BLESSED TEXTILES LIMITED,3,0
179998920,179998920,1,,XIAMEN XIANGYU LOGISTICS GROUP,FAISAL SPINNING MILLS LTD,1,0
165631458,55210486,1,34226863.66,XIAMEN XIANGYU LOGISTICS GROUP,INDUS DYEING & MFG CO LTD,3,0
98349521,98349521,1,,XIAMEN XIANGYU LOGISTICS GROUP,MASOOD SPINNING MILLS LTD,1,0
19872109,19872109,1,,XIAMEN XIANGYU LOGISTICS GROUP,NISAR SPINNING MILLS PVT LIMITED,1,0
55133557,27566778.5,1,11598142.91,XIAMEN XIANGYU LOGISTICS GROUP,SAPPHIRE FIBRES LIMITED,2,0
115199424,115199424,1,,XIAMEN XIANGYU LOGISTICS GROUP,UNITED ENTERPRISES,1,1
6931881,6931881,1,,ABN PAZARLAMA KONFEKSIYON TEKSTIL,EASTERN SPINNING MILLS LIMITED,1,0
13167985,13167985,1,,ABN PAZARLAMA KONFEKSIYON TEKSTIL,FAZAL CLOTH MILLS LIMITED,1,0
12482098,12482098,1,,ABN PAZARLAMA KONFEKSIYON TEKSTIL,INDUS DYEING & MFG CO LTD,1,0
28871211.46,7217802.865,1,3643575.491,ABN PAZARLAMA KONFEKSIYON TEKSTIL,MAHMOOD TEXTILE MILLS LTD,4,0
55586004.98,11117201,1,2837607.825,ABN PAZARLAMA KONFEKSIYON TEKSTIL,MASOOD SPINNING MILLS LTD,5,0
11539526,11539526,1,,ABN PAZARLAMA KONFEKSIYON TEKSTIL,MEHMOOD TEXT MILLS LTD,1,0
2909919,2909919,1,,ABN PAZARLAMA KONFEKSIYON TEKSTIL,NISAR SPINNING MILLS PVT LIMITED,1,0
45706790.94,15235596.98,0,9715752.783,MONOPRIX EXPLOITATION,AS'HABI TEX,3,0
42362550.99,21181275.5,0,6676978.118,MONOPRIX EXPLOITATION,Al Karam Towel Industries,2,0
12835720.8,6417860.4,0,3316995.781,MONOPRIX EXPLOITATION,GUL AHMED TEXTILE MILLS LTD,2,0
209881644.6,69960548.19,0,79092108.37,MONOPRIX EXPLOITATION,NIMRA TEXTILEPVTLTD,3,1
46192343.64,15397447.88,0,9311023.608,MONOPRIX EXPLOITATION,SADAQAT CORPORATION PVT LTD,3,0
9377652.57,2344413.143,0,1891282.177,MONOPRIX EXPLOITATION,UNITED TOWEL EXPORTERS PVT LTD,4,1
3242384,3242384,0,,ALDERMORE BANK PLC,AL-KARAM TEXTILE MILLS PRIVATE,1,0
34836738,8709184.5,0,5557565.328,ALDERMORE BANK PLC,AMTEX LIMITED,4,0
13709893,3427473.25,0,1565666.462,ALDERMORE BANK PLC,ARZOO TEXTILE MILLS LTD,4,0
23834359.93,2166759.994,0,1576307.643,ALDERMORE BANK PLC,GOHAR TEXTILE MILLS PVT LTD,11,1
35621114,3562111.4,0,2519493.418,ALDERMORE BANK PLC,KAMAL TEXTILE MILLS PVT LTD,10,0
21796359.2,2724544.9,0,1338038.357,ALDERMORE BANK PLC,SADAQAT CORPORATION PVT LTD,8,0
3112056.59,1556028.295,0,9437.464295,ALDERMORE BANK PLC,SITARA TEXTILE INDUSTRIES LIMITED,2,0
15065272.79,3766318.198,22,1838219.75,STATE PHARMACEUTICALS CORPORATION,FEROZSONS LABORATORIES LIMITED,4,0
8382617.34,1197516.763,22,434078.686,STATE PHARMACEUTICALS CORPORATION,HILBRO INTERNATIONALPVT LTD,7,0
33806101.47,6761220.294,22,7899427.983,STATE PHARMACEUTICALS CORPORATION,SANTEPVTLTD,5,0
32345337.75,6469067.55,22,6996905.71,STATE PHARMACEUTICALS CORPORATION,THE SEARLE COMPANY LIMITED,5,0
113468723.7,56734361.84,1,6017949.874,BEIJING JINGMIAN TEXTILE IMP AND,AMER COTTON MILLS PVT LTD,2,0
30138599,30138599,1,,BEIJING JINGMIAN TEXTILE IMP AND,EASTERN SPINNING MILLS LIMITED,1,0
116185470,38728489.99,1,25883865.27,BEIJING JINGMIAN TEXTILE IMP AND,GHAZI FABRICS INTERNATIONAL LTD,3,0
129918121.4,64959060.68,1,12435663.06,BEIJING JINGMIAN TEXTILE IMP AND,INDUS DYEING & MFG CO LTD,2,0
28558623.64,28558623.64,1,,BEIJING JINGMIAN TEXTILE IMP AND,NISAR SPINNING MILLS PVT LIMITED,1,0
578532000,48211000,1,26724999.72,BEIJING JINGMIAN TEXTILE IMP AND,NISHAT CHUNIAN LIMITED,12,0
203313817.3,29044831.05,1,16639240.74,BEIJING JINGMIAN TEXTILE IMP AND,SAPPHIRE FIBRES LIMITED,7,0
77793584.43,25931194.81,1,3030498.078,BEIJING JINGMIAN TEXTILE IMP AND,SAPPHIRE TEXTILE MILLS LIMITED,3,0
2552674.09,2552674.09,3,,ANANTA APPARELS LIMITED,ARTISTIC FABRIC AND GARMENT,1,0
1050824794,21445403.97,3,23428174.75,ANANTA APPARELS LIMITED,ARTISTIC MILLINERS PVT LTD,49,0
19031905,19031905,3,,ANANTA APPARELS LIMITED,KOHINOOR MILLS LTD,1,0
94235873.7,23558968.43,3,10261507.53,ANANTA APPARELS LIMITED,M S RANA TEXTILE MILLS LIMITEDDF,4,0
28545757,9515252.333,3,11415450.8,ANANTA APPARELS LIMITED,NAVEENA EXPORTS LIMITED,3,0
195312103,65104034.33,3,24896481.54,ANANTA APPARELS LIMITED,NISHAT MILLS LIMITED,3,0
2620787,2620787,3,,ANANTA APPARELS LIMITED,SIDDIQSONS LIMITED,1,0
20574893,5143723.25,3,4853741.113,ANANTA APPARELS LIMITED,US DENIM MILLS PVT LTD,4,0
5669661,5669661,1,,NESA TEKSTIL SAN VE TIC AS,AHMED ORIENTAL TEXTILE MILLS LTD,1,0
21065079,21065079,1,,NESA TEKSTIL SAN VE TIC AS,FAZAL CLOTH MILLS LIMITED,1,0
23762340.19,11881170.09,1,1302733.801,NESA TEKSTIL SAN VE TIC AS,HIRA TEXTILE MILLS LIMITED,2,0
38602967,19301483.5,1,46244.07638,NESA TEKSTIL SAN VE TIC AS,INDUS DYEING & MFG CO LTD,2,0
12837094,12837094,1,,NESA TEKSTIL SAN VE TIC AS,INDUS LYALLPUR LIMITED,1,0
25792085,8597361.667,1,3761703.331,NESA TEKSTIL SAN VE TIC AS,MAHMOOD TEXTILE MILLS LTD,3,0
25120892,8373630.667,1,4135653.812,NESA TEKSTIL SAN VE TIC AS,MASOOD SPINNING MILLS LTD,3,0
18106169,18106169,1,,NESA TEKSTIL SAN VE TIC AS,NADEEM TEXTILE MILLS LIMITED,1,0
6124314.35,6124314.35,1,,RISATEL SOC COM FIOS TEXTEIS LDA,AHMED FINE TEXTILE MILLS LTD,1,0
23528282,23528282,1,,RISATEL SOC COM FIOS TEXTEIS LDA,FAISAL SPINNING MILLS LTD,1,0
25275604.49,8425201.497,1,1564568.413,RISATEL SOC COM FIOS TEXTEIS LDA,FURQAN TEXTILE,3,1
13439636,6719818,1,237582.2216,RISATEL SOC COM FIOS TEXTEIS LDA,ISLAND TEXTILE MILLS LIMITED,2,0
12845888,12845888,1,,RISATEL SOC COM FIOS TEXTEIS LDA,MASOOD FABRICS LIMITED,1,0
6096354,6096354,1,,RISATEL SOC COM FIOS TEXTEIS LDA,MASOOD SPINNING MILLS LTD,1,0
15765616.03,5255205.343,1,2673302.897,RISATEL SOC COM FIOS TEXTEIS LDA,ROOMI FABRICS LIMITED,3,0
57227777,14306944.25,1,5325612.649,RISATEL SOC COM FIOS TEXTEIS LDA,SAPPHIRE TEXTILE MILLS LIMITED,4,0
2651220,2651220,1,,DESIGNS INTERNATIONAL,AHMED ORIENTAL TEXTILE MILLS LTD,1,0
20213760,20213760,1,,DESIGNS INTERNATIONAL,AMIN TEXTILE MILLS PVT LIMITED,1,1
6942515,6942515,1,,DESIGNS INTERNATIONAL,HA FIBRES PRIVATE LIMITED,1,0
7105536,7105536,1,,DESIGNS INTERNATIONAL,HUSNAIN TEXTILE MILLS PVT LTD,1,0
9658553,9658553,1,,DESIGNS INTERNATIONAL,SIARA TEXTILE MILLS PVT LTD,1,0
4845225,4845225,1,,DESIGNS INTERNATIONAL,TATA TEXTILE MILLS LIMITED,1,0
4609237.5,4609237.5,12,,LEBANESE TEXTILE CO,ARHAM ENTERPRISES,1,0
11808421,11808421,12,,LEBANESE TEXTILE CO,HUDABIA TEXTILE,1,1
16399998.81,4099999.703,12,1508220.512,LEBANESE TEXTILE CO,MODERN WEAVING FACTORY,4,0
25488290.75,8496096.917,12,3228563.193,LEBANESE TEXTILE CO,MUNAWAR TEXTILES,3,0
7739961,7739961,12,,LEBANESE TEXTILE CO,NIAGARA MILLS PVT LTD,1,0
57749864.24,6416651.582,12,512237.6796,LEBANESE TEXTILE CO,SWEETY TEXTILES PVT LIMITED,9,0
36910984,7382196.8,12,573916.4277,LEBANESE TEXTILE CO,VKY EXPORTS,5,0
42816580.29,14272193.43,12,7997994.883,LEBANESE TEXTILE CO,ZOHAIB ABID TEXTILES,3,0
13011535,13011535,6,,LAGENT - AGENT E PARTNER LDA,BHANERO TEXTILE MILLS LIMITED,1,0
7907646.6,7907646.6,6,,LAGENT - AGENT E PARTNER LDA,FAISAL SPINNING MILLS LTD,1,1
27457356.16,9152452.053,6,2591990.611,LAGENT - AGENT E PARTNER LDA,FURQAN TEXTILE,3,0
33398233,11132744.33,6,2276849.744,LAGENT - AGENT E PARTNER LDA,GOHAR TEXTILE MILLS PVT LTD,3,1
11087945,11087945,6,,LAGENT - AGENT E PARTNER LDA,H A R TEXTILE MILLS PVT LTD,1,1
8267465.44,8267465.44,6,,LAGENT - AGENT E PARTNER LDA,HIRA TEXTILE MILLS LIMITED,1,1
22703886,22703886,6,,LAGENT - AGENT E PARTNER LDA,PROSPERITY WEAVING MILLS LTD,1,0
6524017.64,6524017.64,6,,LAGENT - AGENT E PARTNER LDA,ZEEMAN TEXTIEL SUPERS B V,1,0
422294768.7,21114738.44,6,26190051.15,TAIHAN TEXTILE CO LTD,COLONY TEXTILE MILLS LIMITED,20,0
3268703.12,3268703.12,6,,TAIHAN TEXTILE CO LTD,DIAMOND FABRICS LIMITED,1,0
18235835.33,18235835.33,6,,TAIHAN TEXTILE CO LTD,INDUS DYEING & MFG CO LTD,1,1
262460107,43743351.17,6,33152123.77,TAIHAN TEXTILE CO LTD,NISHAT CHUNIAN LIMITED,6,1
52190467.56,52190467.56,6,,TAIHAN TEXTILE CO LTD,QAMAR FABRICS PRIVATE LIMITED,1,0
61877690,20625896.67,6,15393893.84,TAIHAN TEXTILE CO LTD,RELIANCE WEAVING MILLS LTD,3,0
9220735,9220735,6,,TAIHAN TEXTILE CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,1
26267883,13133941.5,6,9376239.454,TAIHAN TEXTILE CO LTD,UMAR SPINNING MILLS PVT LTD,2,1
39445989.5,3944598.95,0,714501.9467,TEJIDOS SIVILA SA,ARSHAD CORPORATION PVT LTD,10,1
4745976,4745976,0,,TEJIDOS SIVILA SA,COLONY TEXTILE MILLS LIMITED,1,1
13617678.72,4539226.24,0,100757.6429,TEJIDOS SIVILA SA,NASEEM FABRICS,3,1
65182503.65,7242500.406,0,3380705.164,TEJIDOS SIVILA SA,NISHAT MILLS LIMITED,9,1
1739991,1739991,0,,TEJIDOS SIVILA SA,PROSPERITY WEAVING MILLS LTD,1,1
38942292.84,5563184.691,0,2001764.962,TEJIDOS SIVILA SA,SARENA INDUSTRIES AND EMBROIDERY,7,1
11699942,5849971,0,534569.8981,TEJIDOS SIVILA SA,SHAFI TEXCEL LIMITED,2,1
2159989,2159989,0,,TEJIDOS SIVILA SA,Z I S TEXTILES PVT LTD,1,0
63806951.53,9115278.79,0,4906389.939,LF CREDIT PTE LTD,AFROZE TEXTILE INDUSTRIES PVT LTD,7,0
97073174.52,24268293.63,0,19366931.62,LF CREDIT PTE LTD,GUL AHMED TEXTILE MILLS LTD,4,0
132431404,8828760.267,0,4987234.314,LF CREDIT PTE LTD,HIRA TERRY MILLS LIMITED,15,0
25590529.15,12795264.58,0,4881093.658,LF CREDIT PTE LTD,ISMAIL SPORTS GARMENT INDUSTRY,2,0
97093067.97,6935219.141,0,4701581.01,LF CREDIT PTE LTD,M YAHYA M YOUSUF BARI,14,0
99439767.15,19887953.43,0,19791327.79,LF CREDIT PTE LTD,MYAHYA M YOUSUF BARI MILLS,5,0
229616670,15307778,0,15645675.32,LF CREDIT PTE LTD,NISHAT MILLS LIMITED,15,1
9309266.5,9309266.5,8,,CHINA NATIONAL TOWNSHIP,GLOBAL GUMS AND CHEMICALSPVT,1,0
33659832,11219944,8,3201421.462,CHINA NATIONAL TOWNSHIP,MULTAN HIDE COMPANY PVT LTD,3,0
24599877,12299938.5,8,4666881.421,CHINA NATIONAL TOWNSHIP,PAKISTAN GUM CHEMICALS LIMITED,2,0
160248627,16024862.7,8,9799143.69,CHINA NATIONAL TOWNSHIP,SUPREME AGRO INDUSTRIES,10,0
48636545,48636545,4,,NORTHERN BOTTLING CO PVT LTD,ALLIED ENGINEERING & SERVICES LTD,1,0
275418000,68854500,4,46260000.88,NORTHERN BOTTLING CO PVT LTD,ECOPACK LIMITED,4,0
80000000,40000000,4,28284271.25,NORTHERN BOTTLING CO PVT LTD,GATRON INDUSTRIES LIMITED,2,0
32906250,32906250,4,,NORTHERN BOTTLING CO PVT LTD,GHANI GLASS LIMITED,1,0
128500000,42833333.33,4,16854771.83,NORTHERN BOTTLING CO PVT LTD,NOVATEX LIMITED,3,0
75109471,37554735.5,1,37223061.92,MUNDIFIOS COMERCIO FIOS SA,AHMED FINE TEXTILE MILLS LTD,2,0
155159799.2,15515979.92,1,12654115.64,MUNDIFIOS COMERCIO FIOS SA,FAZAL CLOTH MILLS LIMITED,10,0
2290215,2290215,1,,MUNDIFIOS COMERCIO FIOS SA,FAZAL WEAVING MILLS LTD,1,0
