Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
3435204.34,1717602.17,26,2068120.217,AMBER DENIM LTD,ARCHOMA TEXTILES CHEMICALS PAKISTAN,2,0
6060973,6060973,26,,AMBER DENIM LTD,NISHAT CHUNIAN LIMITED,1,1
2038430,2038430,12,,AL KHAYAM FURNITURE UPHOLSTRY LLC,LEGACY TEXTILES,1,0
18659007,3109834.5,12,317676.0977,AL KHAYAM FURNITURE UPHOLSTRY LLC,NISHAT CHUNIAN LIMITED,6,1
67291392.7,16822848.18,27,2618752.133,SSUNAD LIMITED,EM FOOD RICE MILLER AND EXPORTERS,4,0
7179997,7179997,12,,ANASTASIOS IORDANOPOULOS AND CO,KHIZRA FABRICS,1,0
26382170,13191085,12,703773.4798,ANASTASIOS IORDANOPOULOS AND CO,SNA TEXTILES PVT LTD,2,0
2949677.7,2949677.7,0,,ATL INVEST,FAISAL FABRICS LIMITED,1,0
10106804,5053402,0,1351361.669,ATL INVEST,Feroze 1888 Mill Limited,2,0
4463978,4463978,12,,SPONGITEX,UNITED TEXTILE PRINTING IND PVT LTD,1,0
20284698,10142349,12,2567633.416,SPONGITEX,WINTEX EXPORTS PVT LTD,2,0
1285033659,107086138.3,28,59460545.06,ADIDAS INTERNATIONAL TRADING,CAPITAL SPORTS CORPORATIONPVT LTD,12,0
6675292948,741699216.5,28,87476984.38,ADIDAS INTERNATIONAL TRADING,STYLE TEXTILE PVT LTD,9,0
7500304,7500304,1,,SAFARTEXTIL - EMPRESA TEXTIL SA,FAZAL CLOTH MILLS LIMITED,1,0
23394799.98,11697399.99,1,2353282.495,SAFARTEXTIL - EMPRESA TEXTIL SA,MASOOD SPINNING MILLS LTD,2,0
2039990,2039990,3,,SETTAVEX SA,NISHAT MILLS LIMITED,1,0
7476243.6,3738121.8,3,1795481.579,SETTAVEX SA,SAPPHIRE TEXTILE MILLS LIMITED,2,1
6200879,3100439.5,22,1628678.342,ADK PHARMACEUTICAL CO PVT LTD MALD,CCL PHARMACEUTICALS PRIVATE LIMITED,2,0
2342748,1171374,22,6533.666658,ADK PHARMACEUTICAL CO PVT LTD MALD,THE SEARLE COMPANY LIMITED,2,0
53160000,4430000,22,3664823.418,CCL PHARMACEUTICALS PRIVATE LIMITED,PHARMAGEN LIMITED,12,0
6840000,855000,22,481404.1961,CCL PHARMACEUTICALS PRIVATE LIMITED,VISION PHARMACEUTICALS,8,0
104428277,52214138.5,3,21597423.34,ATRACO INDUSTRIAL ENTERPRISES,LIBERTY MILLS LIMITED,2,0
80887874.82,40443937.41,3,30987223.11,ATRACO INDUSTRIAL ENTERPRISES,SAPHIRE FINISHING MILLS LTD,2,0
20135305.04,6711768.347,12,955956.2446,SAFETEX,BHARARA TEXTILES,3,0
8588582.83,8588582.83,12,,SAFETEX,BSINDUSTRIES,1,0
24171719,12085859.5,3,5697328.335,SOORTY TEXTILES BD LTD,NAVEENA EXPORTS LIMITED,2,0
4961106.85,4961106.85,3,,SOORTY TEXTILES BD LTD,SIDDIQSONS LIMITED,1,0
37724756.51,18862378.26,2,18651999.9,SFERA JOVEN SA,GRACE APPAREL PVT LTD,2,0
47594684,5949335.5,2,7111496.764,SFERA JOVEN SA,LAHORE FASHIONS,8,0
1061389.25,1061389.25,2,,GRACE APPAREL PVT LTD,ARTISTIC DENIM MILLS LTD,1,1
11010976,3670325.333,2,4198801.843,GRACE APPAREL PVT LTD,AZGARD NINE LIMITED,3,1
47809133.7,4780913.37,2,2069424.629,GRACE APPAREL PVT LTD,INDIGO TEXTILE PVT LTD,10,1
6812550,3406275,2,2271615.89,GRACE APPAREL PVT LTD,MASTER TEXTILE MILLS LIMITED,2,1
9347074.9,9347074.9,2,,GRACE APPAREL PVT LTD,NAVEENA EXPORTS LIMITED,1,1
3136870.4,3136870.4,2,,GRACE APPAREL PVT LTD,RAUF TEXTILE AND PRINTING MILLS,1,1
7425210.23,1485042.046,29,459126.7204,SPOKEY SP ZOO UL WOZNIAKA,LASER SPORTS PVT LTD,5,0
29043253.81,2074518.129,26,594300.3109,SIM FABRICS LIMITED,RAFHAN MAIZE PRODUCTS CO LTD,14,0
175981056,2227608.304,4,415213.4628,AL SATTAR ENTERPRISES,AKZO NOBEL PAKISTAN LIMITED,79,0
5276606,1758868.667,4,264326.9892,AL SATTAR ENTERPRISES,ICI PAKISTAN LIMITED,3,0
17770706,8885353,1,4424224.294,SAMIL SPINNING CO LTD,INDUS DYEING & MFG CO LTD,2,0
22658717.96,7552905.987,1,652691.3845,SAMIL SPINNING CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,3,0
116380000,38793333.33,30,11926965.6,BABA NANIK SHAH TRADERS,DIRECTOR FOOD FOOD DEPARTMENT,3,0
94823250,47411625,30,29644214.36,BABA NANIK SHAH TRADERS,GOVERNMENT OF SINDH,2,0
2873986,2873986,15,,ANGRO BV STREET EDISONWEG 1,AMIL EXPORTS PVT LTD,1,0
5606479.6,1868826.533,15,210587.0286,ANGRO BV STREET EDISONWEG 1,HMF ENTERPRISES,3,0
102066176.2,14580882.32,19,11531731.79,ARMAND THIERY SAS,COTTON WEB LIMITED,7,1
174596803.6,15872436.69,19,10092812.48,ARMAND THIERY SAS,MUSTAFA AND CO PRIVATE LIMITED,11,0
3652302,3652302,3,,ABA GARMENTS LTD,INDIGO TEXTILE PVT LTD,1,0
35036897,17518448.5,3,13665409.18,ABA GARMENTS LTD,KOHINOOR MILLS LTD,2,0
1352155.27,1352155.27,5,,ACKERMANS A DIV OF PEPKOR,KAMRAN TEXTILE PVT LTD,1,1
17915773.34,8957886.67,5,8025549.522,ACKERMANS A DIV OF PEPKOR,SUFI WEAVING INDUSTRIES PVT LTD,2,0
34481500,1641976.19,15,480332.7096,KAMRAN TEXTILE PVT LTD,AMTEX LIMITED,21,1
14908740,3727185,15,1230424.264,KAMRAN TEXTILE PVT LTD,AZGARD NINE LIMITED,4,1
167986400,5249575,15,2040679.685,KAMRAN TEXTILE PVT LTD,BAJWA SPINNING MILLS PVT LTD,32,0
2831155,2831155,15,,KAMRAN TEXTILE PVT LTD,COLONY TEXTILE MILLS LIMITED,1,1
75856670,4214259.444,15,1558419.463,KAMRAN TEXTILE PVT LTD,GLAMOUR TEXTILE MILLS LTD,18,0
8751686,1093960.75,15,423293.108,KAMRAN TEXTILE PVT LTD,POLYSOL PAKISTAN,8,0
21998000,5499500,15,913601.4813,KAMRAN TEXTILE PVT LTD,QADRI TEXTILE MILLS LTD,4,0
723141,723141,15,,KAMRAN TEXTILE PVT LTD,TITAN ENTERPRISES,1,0
10988133,10988133,0,,SIDONIOS MALHAS SA,SAPPHIRE TEXTILE MILLS LIMITED,1,1
3829781,3829781,0,,SIDONIOS MALHAS SA,THREE STARS HOSIERY MILLS PVT LTD,1,0
6983965,6983965,12,,STE HOMYPRO SARL,ADAMJEE ENTERPRISES E-17/A,1,0
27103345.14,6775836.285,12,1974907.44,STE HOMYPRO SARL,UNITED TOWEL EXPORTERS PVT LTD,4,0
7600000,7600000,15,,SAYA WEAVING MILLS PVT LTD,BAJWA SPINNING MILLS PVT LTD,1,0
4532000,4532000,15,,SAYA WEAVING MILLS PVT LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,1
988811.13,494405.565,19,82105.79582,SAMIULLAH MEDICAL HALL,AIZ AND CO,2,0
4165323.32,694220.5533,19,213717.9953,SAMIULLAH MEDICAL HALL,FALCON SURGICALPVTLTD,6,0
3843994.87,3843994.87,1,,SUNGMOO TEXTILE CO LTD,SON OF THE SEA,1,0
19598002,6532667.333,1,362436.6994,SUNGMOO TEXTILE CO LTD,UMAR SPINNING MILLS PVT LTD,3,0
1081511.88,1081511.88,3,,SAMPATH ASSOCIATES INTL PVT LTD,KOHINOOR MILLS LTD,1,0
4431974,2215987,3,320445.2369,SAMPATH ASSOCIATES INTL PVT LTD,NISHAT MILLS LIMITED,2,0
29126495.13,7281623.783,12,1783395.283,STE SOCAP NEGOCE,THE MASTER FABRICS,4,0
12893876.99,6446938.495,12,1551431.176,STE SOCAP NEGOCE,VKY EXPORTS,2,0
3212365.09,1070788.363,31,388872.9783,AA BIN HINDI TRADING COMPANY,SHAHAB TEXTILE INDUSTRIES,3,0
21698372.18,2712296.523,32,1548971.844,SOLAGUNASL,MEGADON CLASSIC INT PVTLTD,8,0
1503066.82,1503066.82,32,,SOLAGUNASL,SESIL PRIVATE LIMITED,1,0
12551820,12551820,3,,ALLIED SUN TRADING LIMITED,INDIGO TEXTILE PVT LTD,1,0
12551820,12551820,3,,ALLIED SUN TRADING LIMITED,US APPAREL AND TEXTILES PVT LTD,1,0
4829798.75,4829798.75,3,,US APPAREL AND TEXTILES PVT LTD,KOHINOOR MILLS LTD,1,0
71993448,35996724,3,37229757.51,US APPAREL AND TEXTILES PVT LTD,M S RANA TEXTILE MILLS LIMITEDDF,2,0
163112597,23301799.57,3,13739683.79,ARMANA APPARELS LTD,ARTISTIC FABRIC AND GARMENT,7,0
429116358.7,26819772.42,3,31004769.98,ARMANA APPARELS LTD,ARTISTIC MILLINERS PVT LTD,16,0
59497133.02,59497133.02,1,,SAMSUNG C AND T HONGKONG LIMITED,GHAZI FABRICS INTERNATIONAL LTD,1,0
61055695,61055695,1,,SAMSUNG C AND T HONGKONG LIMITED,NISAR SPINNING MILLS PVT LIMITED,1,0
6896763,6896763,6,,ALDA TEXTEIS LDA,COLONY TEXTILE MILLS LIMITED,1,0
6500234,6500234,6,,ALDA TEXTEIS LDA,FURQAN TEXTILE,1,0
47729743.93,9545948.786,3,8811978.153,ROO HSING CO LTD,ARTISTIC MILLINERS PVT LTD,5,0
1025938.7,1025938.7,3,,ROO HSING CO LTD,INDIGO TEXTILE PVT LTD,1,0
12926672.25,6463336.125,5,250416.0329,ROMATEX HOME TEXTILES,MKSONS PVT LIMITED,2,1
26080036.25,8693345.417,5,2627212.627,ROMATEX HOME TEXTILES,NOOR FATIMA FABRICS PVT LTD,3,0
7977727.59,7977727.59,3,,SHANGHAI JACKSONLEA POLISHING,GHAZI FABRICS INTERNATIONAL LTD,1,1
22713564.27,22713564.27,3,,SHANGHAI JACKSONLEA POLISHING,KOHINOOR MILLS LTD,1,0
155489223,17276580.33,3,9668400.557,ROSSINI TRADING SPA,COLONY TEXTILE MILLS LIMITED,9,1
7841980.36,3920990.18,3,156963.3087,ROSSINI TRADING SPA,SHAFI TEXCEL LIMITED,2,0
6047970,6047970,0,,SAVOLTEX SNC DI SA VOLDELLI MAURIZI,ALLAH TAWAKAL TEXTILE,1,0
47675464,15891821.33,0,7569760.35,SAVOLTEX SNC DI SA VOLDELLI MAURIZI,ROMEX INTERNATIONAL,3,0
922195,922195,3,,ANGORA FASHIONS LTD,ARTISTIC FABRIC AND GARMENT,1,0
1055697,1055697,3,,ANGORA FASHIONS LTD,INDIGO TEXTILE PVT LTD,1,0
83724608.36,13954101.39,12,7268643.688,ANGELO CARILLO E C SPA,KHIZRA FABRICS,6,0
4916045.54,4916045.54,12,,ANGELO CARILLO E C SPA,UNITED TEXTILE PRINTING IND PVT LTD,1,0
5948196,5948196,3,,SALIM & BROTHERS LTD,NAVEENA EXPORTS LIMITED,1,0
18681281,18681281,3,,SALIM & BROTHERS LTD,SAPHIRE FINISHING MILLS LTD,1,0
1029553.62,514776.81,3,3587.916376,YOUTH FASHION LTD YOUTH TOWER,LIBERTY MILLS LIMITED,2,0
1779745.57,1779745.57,3,,YOUTH FASHION LTD YOUTH TOWER,SARENA INDUSTRIES AND EMBROIDERY,1,0
2000000,2000000,5,,SHAHEEN CLOTH PROCESSING,HILAL DYES PVT LIMITED,1,0
4761900,4761900,5,,SHAHEEN CLOTH PROCESSING,KHZTRADING,1,0
5306386,2653193,3,755535.1104,STAFF SA,AZGARD NINE LIMITED,2,0
1199228,1199228,3,,STAFF SA,KOHINOOR MILLS LTD,1,0
45674172,9134834.4,6,3538433.979,AZNAR TEXTIL SL,COLONY TEXTILE MILLS LIMITED,5,0
50979673.9,7282810.557,6,3307968.345,AZNAR TEXTIL SL,KOHINOOR MILLS LTD,7,1
3417755.99,3417755.99,8,,ALPARGATAS SA,KICKER SPORTS,1,0
41759791,41759791,33,,SON NAM TEXTILE AND GARMENT,MILLENNIUM COTTON GINNING AND OIL,1,0
35812642.7,5968773.783,1,614693.6604,SAM IL TEXTILE CO LTD,INDUS DYEING & MFG CO LTD,6,0
53321164.3,5924573.811,1,773394.15,SAM IL TEXTILE CO LTD,UMAR SPINNING MILLS PVT LTD,9,0
13292378.9,4430792.967,34,1298908.54,ALLTEX INDUSTRIES LIMITED,MN CHEMICAL INDUSTRIES PVT LTD,3,0
8205752.32,8205752.32,6,,AGAOGLU IEKSTIL SAN VE TIC AS,NAVEENA INDUSTRIES LIMITED,1,0
72932910,72932910,6,,AGAOGLU IEKSTIL SAN VE TIC AS,RELIANCE WEAVING MILLS LTD,1,0
50939469.5,50939469.5,3,,TAHA GIYIM SANAYI VE TICARET AS,ARTISTIC MILLINERS PVT LTD,1,0
17860580,17860580,3,,TAHA GIYIM SANAYI VE TICARET AS,SHAFI TEXCEL LIMITED,1,0
25924742,8641580.667,6,4051553.159,AGCABAY TEKSTIL SANVE TICLTDSTI,HIRA TEXTILE MILLS LIMITED,3,1
9185460.58,9185460.58,6,,AGCABAY TEKSTIL SANVE TICLTDSTI,ZEEMAN TEXTIEL SUPERS B V,1,0
28626598,9542199.333,1,4535122.921,SAM WON COLTD,MAHMOOD TEXTILE MILLS LTD,3,0
29699910,9899970,1,3546004.439,SAM WON COLTD,UMAR SPINNING MILLS PVT LTD,3,0
1438229.37,1438229.37,22,,AL BAITULLAH FRESH FRUIT,HAJI SULEMAN ADAM KOTHARI AND CO,1,0
2007322.6,1003661.3,22,886862.8002,AL BAITULLAH FRESH FRUIT,ROSHAN ENTERPRISE,2,0
20428200,20428200,4,,SHAMIM AND CO PVT LTD,GHANI GLASS LIMITED,1,0
6937254,6937254,3,,SAMARA IMPORT SL,CHAWALA ENTERPRISES,1,1
25089267,8363089,3,2076251.364,SAMARA IMPORT SL,SUNAIR TEXTILES,3,0
8590251,2147562.75,5,743196.0665,CHAWALA ENTERPRISES,AMTEX LIMITED,4,1
3180000,3180000,5,,CHAWALA ENTERPRISES,FANZ SPINNING MILLS,1,0
1646970,1646970,5,,CHAWALA ENTERPRISES,GOHAR TEXTILE MILLS PVT LTD,1,0
24705873,2745097,5,870628.1561,CHAWALA ENTERPRISES,JK SPINNING MILLS LTD,9,1
5467625,2733812.5,5,461298.7864,CHAWALA ENTERPRISES,MASTER TEXTILE MILLS LIMITED,2,1
2160000,2160000,5,,CHAWALA ENTERPRISES,MAYFAIR LIMITED,1,1
29589250,3287694.444,5,1106438.415,CHAWALA ENTERPRISES,QUETTA TEXTILE MILLS LTD,9,1
5320418,1773472.667,5,484222.8869,CHAWALA ENTERPRISES,ZAHIDJEE TEXTILE MILLS LTD,3,0
46173774.81,5130419.423,32,1533954.265,TAGOYA SPORT SL,MEGADON CLASSIC INT PVTLTD,9,0
29112785.84,4852130.973,32,1749861.375,TAGOYA SPORT SL,ZACON MARTIAL ART PRIVATE LIMITED,6,0
7415963,7415963,0,,AL-AETBAR FOR GENERAL TRADING AND,ALLAH TAWAKAL TEXTILE,1,0
5773837.2,5773837.2,0,,AL-AETBAR FOR GENERAL TRADING AND,SUBHANTEX PVT LTD,1,0
25564786.1,2130398.842,22,831097.6241,ROYAL GROUP,ATCO LABORATORIES LTD,12,0
19790959,2473869.875,22,1172680.383,ROYAL GROUP,MESSSRS ATCO LABORATORIES LTD,8,0
69698708.4,34849354.2,28,27308038.17,SOLIVER BERND FREIER,SOORTY ENTERPRISES PVT LTD,2,1
106617198,8884766.5,28,5949408.687,SOLIVER BERND FREIER,STYLE TEXTILE PVT LTD,12,0
5154870,5154870,35,,SUNLITE TRADING AND SERVICES LTD,MCTAH TRADING CO LTD,1,0
8992698,4496349,35,310429.7764,SUNLITE TRADING AND SERVICES LTD,UNITED RAW MATERIAL SOLUTIONS INC,2,0
12327589,12327589,3,,SINHA DENIM LIMITED,KOHINOOR MILLS LTD,1,0
86430521,28810173.67,3,15710057.33,SINHA DENIM LIMITED,SAPPHIRE TEXTILE MILLS LIMITED,3,1
6668967,6668967,23,,HAI NAM COLTD,AL-NOOR INTERNATIONAL,1,0
3878512.38,3878512.38,23,,HAI NAM COLTD,ARSALA SEAFOODS,1,0
28694772.22,2869477.222,0,1287711.657,BECQUET ZI DE LA,AZIZ SONS,10,0
14287035.89,2857407.178,0,509724.0697,BECQUET ZI DE LA,GUL AHMED TEXTILE MILLS LTD,5,0
127421579.9,9801659.992,19,2886334.868,EURL SAFFEC ZONE,IHSAN SONSPVTLIMITED,13,0
18527908,9263954,19,0,EURL SAFFEC ZONE,SAIF TEXTILE MILLS LTD,2,1
312320,312320,19,,IHSAN SONSPVTLIMITED,AMIN TEXTILE MILLS PVT LIMITED,1,0
580000,580000,19,,IHSAN SONSPVTLIMITED,KOHINOOR MILLS LTD,1,1
6394414,3197207,19,267579.1055,IHSAN SONSPVTLIMITED,SAPPHIRE TEXTILE MILLS LIMITED,2,1
2057425,685808.3333,19,246613.671,IHSAN SONSPVTLIMITED,SIARA TEXTILE MILLS PVT LTD,3,1
1071200,1071200,19,,IHSAN SONSPVTLIMITED,SURAJ COTTON MILLS LIMITED,1,1
6559400,3279700,19,1159230.857,IHSAN SONSPVTLIMITED,THE LEATHER COMPANY,2,0
28799856,14399928,17,0,KRISH COMMODITIES LTD ,M/SAMIR RICE TRADERS,2,0
191311446,15942620.5,17,3965843.526,KRISH COMMODITIES LTD ,M/SKHAWAJA RICE PROCESSORS,12,0
4646223.53,4646223.53,36,,ETS NORPROTEX,CANTER PVT LTD,1,0
4129383,4129383,36,,ETS NORPROTEX,SUNSHINE CLOTHINGS,1,0
4633674.85,4633674.85,1,,KWANG CHEON TOWEL COLTD,MAHMOOD TEXTILE MILLS LTD,1,0
5201160.41,5201160.41,1,,KWANG CHEON TOWEL COLTD,UMAR SPINNING MILLS PVT LTD,1,0
10260210.06,732872.1471,19,297038.22,KWANGMI ENTERPRISE CO LTD,SFAZALILAHI AND SONS PVT LTD,14,0
17747314.09,1971923.788,19,638013.6965,KWANGMI ENTERPRISE CO LTD,SS ENTERPRISE,9,0
265699150.5,6812798.732,12,5872356.337,ESKENAZI FRERES,SAMTEX TEXTILES,39,1
544576,544576,12,,ESKENAZI FRERES,SHAKEEL TEXTILE INDUSTRIES,1,0
3010455.78,3010455.78,12,,ERRE DI RINALDI MARCELLO,MESTEX LINENS PVT LIMITED,1,0
4215146.85,1405048.95,12,631234.7737,ERRE DI RINALDI MARCELLO,ZEPHYR TEXTILES LIMITED,3,0
7607678.57,3803839.285,6,2749016.608,ERAK GIYIM SAN VE TIC AS,ARTISTIC MILLINERS PVT LTD,2,1
10369058.5,10369058.5,6,,ERAK GIYIM SAN VE TIC AS,DIAMOND FABRICS LIMITED,1,0
12269147,12269147,1,,EPYLLION FABRICS LTD,MAHMOOD TEXTILE MILLS LTD,1,0
13153427,13153427,1,,EPYLLION FABRICS LTD,MASOOD SPINNING MILLS LTD,1,0
4353674,2176837,2,182669.7232,TOP SECRET SP Z OO ZNIWNA,DELTA GARMENTS LIMITED,2,0
7606138,3803069,2,876084.0887,TOP SECRET SP Z OO ZNIWNA,MULTAN FABRICS PVT LIMITED,2,0
59355614.39,59355614.39,0,,LA SOCIETE D'IMPORTATION LECLERC,GUL AHMED TEXTILE MILLS LTD,1,0
87082696.69,43541348.35,0,30822988.9,LA SOCIETE D'IMPORTATION LECLERC,SADAQAT CORPORATION PVT LTD,2,0
10159129.31,5079564.655,15,582453.1824,ZXY INTERNATIONAL FZCO,INTER MARKET KNIT PVT LTD,2,0
44850470.04,22425235.02,15,17075628.89,ZXY INTERNATIONAL FZCO,KAY AND EMMS PVT LTD,2,1
3000000,3000000,15,,INTER MARKET KNIT PVT LTD,EJAZ TEXTILE MILLS LIMITED,1,0
5856500,2928250,15,1639427.072,INTER MARKET KNIT PVT LTD,GLAMOUR TEXTILE MILLS LTD,2,0
16411050,3282210,15,1117063.31,INTER MARKET KNIT PVT LTD,INTERLOOP LIMITED,5,0
237323946.2,26369327.36,3,31782409.62,ENVOY DESIGN LIMITED,KOHINOOR MILLS LTD,9,0
238306684.3,39717780.72,3,23939735.09,ENVOY DESIGN LIMITED,SAPHIRE FINISHING MILLS LTD,6,0
7665562,7665562,5,,LAFAYETTE INDUSTRAIL,M/S HAROON CORPORATION,1,0
7005733,7005733,3,,ENTRUST FASHIONS LTD,SARENA INDUSTRIES AND EMBROIDERY,1,0
24223560,6055890,3,3240036.598,ENTRUST FASHIONS LTD,SIDDIQSONS LIMITED,4,0
427148970,85429794,3,67995713.16,LANDA COMPANY TEXTILHANDELS,NISHAT MILLS LIMITED,5,0
247375392.5,41229232.07,3,37001332.78,LANDA COMPANY TEXTILHANDELS,SIDDIQSONS LIMITED,6,0
3049046.27,1524523.135,36,269962.4301,EMPEE SILK FABRICS LIMITED,USMAN FABRICS PAKISTAN PVTLTD,2,0
16035243,8017621.5,5,7459661.879,LAVANDERIA INDUSTRIALE SRL,M/S HAROON CORPORATION,2,0
12334867,12334867,5,,LAVANDERIA INDUSTRIALE SRL,NASEEM FABRICS,1,0
8552575.85,4276287.925,1,424391.2843,LAXER FIBRE CO LTD,INDUS LYALLPUR LIMITED,2,0
7653101,7653101,1,,LAXER FIBRE CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,0
7176847,7176847,1,,ELIGUL CORAP SAN VE TIC LTD STI,EASTERN SPINNING MILLS LIMITED,1,0
6857966,6857966,1,,ELIGUL CORAP SAN VE TIC LTD STI,SAIF TEXTILE MILLS LTD,1,0
3871349.72,1290449.907,37,104566.5862,TOHKAI THERMO COLTD,SHEIKH MUHAMMAD LATIF & SONS,3,0
13486824,13486824,8,,LEGEND 73,NOVA LEATHERS PVT LIMITED,1,0
6401171,6401171,1,,EGEM TEKSTIL KONFEKSIYON SAN TIC,HIRA TEXTILE MILLS LIMITED,1,0
19799552,9899776,1,3242694.118,EGEM TEKSTIL KONFEKSIYON SAN TIC,INDUS DYEING & MFG CO LTD,2,0
7962560.81,7962560.81,4,,KORUS EU AS,M S NAZ LEATHER INDUS,1,0
5579972,5579972,4,,KORUS EU AS,NAZ LEATHER INDUSTRIES,1,0
11557407.4,5778703.7,5,351918.1355,EUROCONFEZIONI DI ROTTIGNI GIULI,HUDABIA TEXTILE,2,0
9804712.25,4902356.125,5,1628868.377,EUROCONFEZIONI DI ROTTIGNI GIULI,JANNAT HOME PRODUCTS,2,0
2743186,1371593,19,1413640.806,K AND L WORLD COLTD,PELLE CLASSICS,2,0
53234876.92,8872479.487,19,5826508.511,K AND L WORLD COLTD,THE LEATHER COMPANY,6,0
50678290.64,16892763.55,6,6870846.697,VELCOREX SINCE 1828,DIAMOND FABRICS LIMITED,3,0
35002010.48,17501005.24,6,12890739.15,VELCOREX SINCE 1828,NISHAT MILLS LIMITED,2,1
89279554,14879925.67,15,4563134.028,FBN TEKSTIL ITHALAT IHRACAT PAZA,MKSONS PVT LIMITED,6,0
8786274,8786274,15,,FBN TEKSTIL ITHALAT IHRACAT PAZA,SARENA INDUSTRIES AND EMBROIDERY,1,1
91912040,91912040,1,,KAIPING PANTHER TEXTILES CO LTD,AMER COTTON MILLS PVT LTD,1,0
28687357,28687357,1,,KAIPING PANTHER TEXTILES CO LTD,SAPPHIRE FIBRES LIMITED,1,0
8913361.18,8913361.18,1,,KAM HING TEXTILE MACAO COMM,NAGINA COTTON MILLS LTD,1,0
48355232.81,48355232.81,1,,KAM HING TEXTILE MACAO COMM,TATA TEXTILE MILLS LIMITED,1,0
6531807,6531807,1,,TRIMALHAS - KNIT INSPIRATIONSA,MAHMOOD TEXTILE MILLS LTD,1,0
6735926,6735926,1,,TRIMALHAS - KNIT INSPIRATIONSA,SAPPHIRE TEXTILE MILLS LIMITED,1,0
714102346.5,37584334.03,8,38981326.93,KAPPA FRANCE,RAJCO INDUSTRIES,19,0
9767534,9767534,8,,KAPPA FRANCE,VISION TECHNOLOGIES CORPORATION PVT,1,0
73161002.43,36580501.22,3,6959409.464,FASHION WATCH LIMITED,KOHINOOR MILLS LTD,2,0
406365.17,406365.17,3,,FASHION WATCH LIMITED,SHAFI TEXCEL LIMITED,1,0
219767318.5,9989423.569,12,3684060.066,KARLOWSKY FASHION GMBH,HOMETEX CORPPORATION,22,0
1289213,1289213,12,,KARLOWSKY FASHION GMBH,M/SMULTAN INDUSTRIES,1,1
868175763,39462534.68,2,16951746.78,FASHION LINK LTD TANEW DIMENSION,ALPHA KNITTING PVTLTD,22,0
32727625,10909208.33,2,5570472.475,FASHION LINK LTD TANEW DIMENSION,MASOOD TEXTILE MILLS LIMITED,3,0
5161951,5161951,12,,TRAPUNTIFICIO AMMITEX SNC DI,BEST TOWEL INDUSTRIES,1,0
5608045,5608045,12,,TRAPUNTIFICIO AMMITEX SNC DI,MUNAWAR TEXTILES,1,0
25561192,12780596,1,92404.71417,KAYNAK HAVLU SANAYI VE TICARET AS,INDUS DYEING & MFG CO LTD,2,0
9204500.64,4602250.32,1,67098.60697,KAYNAK HAVLU SANAYI VE TICARET AS,ROOMI FABRICS LIMITED,2,0
30996357.5,7749089.375,1,6381129.695,KB SYNTHETICS CO LTD,INDUS DYEING & MFG CO LTD,4,0
21757376.04,7252458.68,1,1029860.666,KB SYNTHETICS CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,3,0
19056184.43,4764046.108,8,1793667.712,KELEE JAWA GMBH,RAJCO INDUSTRIES,4,0
5229925,5229925,1,,FAR EASTERN NEW CENTURY CORPORATION,FAZAL CLOTH MILLS LIMITED,1,0
24522095.12,8174031.707,1,2233335.032,FAR EASTERN NEW CENTURY CORPORATION,INDUS DYEING & MFG CO LTD,3,0
10915193,10915193,3,,TRANSWORLD SWEATERS LTD,LIBERTY MILLS LIMITED,1,0
421924729.7,105481182.4,3,34316279.7,TRANSWORLD SWEATERS LTD,SAPHIRE FINISHING MILLS LTD,4,0
148278137.2,9267383.573,5,3814863.825,KENTIA S A,DIAMOND FABRICS LIMITED,16,1
36536175.6,5219453.657,5,2304126.8,KENTIA S A,SUBHAN TEXTILES,7,0
567093364,94515560.67,4,104735864.5,FAISALABAD ELECTRIC SUPPLY,KBK ELECTRONICS PRIVATELTD,6,0
5520708.83,5520708.83,38,,FAISAL AL-RASHEED GENL TRADING AND,SOLEHRE BROTHERS INDUSTRIES,1,0
2456988,2456988,3,,EXPERIENCE CLOTHING CO LTD,SARENA INDUSTRIES AND EMBROIDERY,1,0
38663806,12887935.33,6,7059269.707,EXCEL SUCCESS INTERNATIONAL,KOHINOOR MILLS LTD,3,1
240808796,30101099.5,6,14297393.29,EXCEL SUCCESS INTERNATIONAL,RELIANCE WEAVING MILLS LTD,8,0
5014493.62,1002898.724,1,529662.6702,KNIT STUDIO LTD 2050 BADSHA,INDUS DYEING & MFG CO LTD,5,0
4799676,1599892,1,282191.4483,KNIT STUDIO LTD 2050 BADSHA,SAPPHIRE TEXTILE MILLS LIMITED,3,0
8460977,2115244.25,39,744589.5661,EVEREST LEATHER WEAR LTD,FIRHAJ FOOTWEAR PRIVATE LIMITED,4,0
4313088,4313088,3,,EUROZONE FASHION LTD,NAVEENA EXPORTS LIMITED,1,0
3531744,3531744,3,,EUROZONE FASHION LTD,SARENA INDUSTRIES AND EMBROIDERY,1,0
3379305,3379305,40,,EURO DISTRIBUTIONS LIMITED,BURHAN TEXTELE AND KNITWAR,1,0
4885751.2,4885751.2,40,,EURO DISTRIBUTIONS LIMITED,SHAFI EXPORTS,1,0
20162531.54,4032506.308,3,2884728.439,FG 1936 SRL,AZGARD NINE LIMITED,5,0
